Material (compound);Physical property;Numerical value;Unit;Temperature;Reference;;;
Ge-doped Cu3SbS4 (Cu3Sb0.95Ge0.05S4);ZT value;0.63;dimensionless;623 K;10.1007/s40042-024-01053-3;;;
Ge-doped Cu3SbS4 (Cu3Sb0.9Ge0.1S4);ZT value;0.63;dimensionless;623 K;10.1007/s40042-024-01053-3;;;
Ge-doped Cu3SbS4 (Cu3Sb0.9Ge0.1S4);ZT value;0.63;dimensionless;623 K;10.1007/s40042-023-00798-7;;;
Ge-doped Cu3SbS4 (Ge 0.15);ZT value;0.63;dimensionless;623 K;10.1007/s40042-024-01061-3;;;
Ge-doped Cu3SbS4 (x=0.02);ZT value;0.09;dimensionless;323 K;10.1007/s40042-024-01053-3;;;
Ge-doped Cu3SbS4 (x = 0.15);ZT value;0.63;dimensionless;623 K;10.1007/s40042-023-00798-7;;;
Ge-doped GaSb (3%);ZT value;0.27;dimensionless;800 K;10.1007/s12598-024-02747-0;;;
Ge-doped GaSb (3% Ge);ZT value;0.27;dimensionless;823 K;10.1007/s12598-024-02747-0;;;
Ge-doped MnSi1.75 (HMS);ZT value;0.58;dimensionless;500 °C;10.1007/s10853-017-1397-7;;;
Ge-doped SnSe (polycrystalline; Sn0.96Ge0.04Se);ZT value;0.6;dimensionless;823 K;10.1007/s11664-017-5404-1;;
Ge-doped SnSe (Sn0.96Ge0.04Se);ZT value;0.6;dimensionless;823 K;10.1007/s11664-017-5404-1;;;
GeIn0.6Sb5.4Te10;ZT value;0.75;unitless;710 K;10.1016/j.jallcom.2014.08.183;;;
Ge;In co-doped Cu3SbS4 (Cu3Sb0.88Ge0.06In0.06S4);ZT value;0.65;dimensionless;623 K;10.1007/s40042-024-01053-3;;
Ge;In co-doped Cu3SbS4 (Cu3Sb0.92Ge0.02In0.06S4);ZT value;0.61;dimensionless;623 K;10.1007/s40042-024-01053-3;;
Ge;In-doped Cu3SbS4 (Cu3Sb0.88Ge0.06In0.06S4);ZT value;0.65;dimensionless;623 K;10.1007/s40042-024-01053-3;;
Ge;In double-doped Cu3SbS4 (Cu3Sb0.88Ge0.06In0.06S4);ZT value;0.65;dimensionless;623 K;10.1007/s40042-024-01053-3;;
GeKCa;ZT value;0.63;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKCa;ZT value;0.63;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKCa (half-Heusler alloy);ZT value;0.63;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKCa (half-Heusler alloy);ZT value;0.63;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKSr;ZT value;0.6;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKSr;ZT value;0.6;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKSr;ZT value;0.6;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
GeKSr;ZT value;0.6;dimensionless;800 K;10.1140/epjp/s13360-024-05180-5;;;
Ge;P-doped Cu3SbS4;ZT value;0.67;dimensionless;673 K;10.1007/s40042-023-00798-7;;
Ge;P-doped Cu3SbS4 (Cu3Sb0.75Ge0.1P0.15S4);ZT value;0.67;dimensionless;673 K;10.1007/s40042-024-01044-4;;
germanene;ZT value;0.41;dimensionless;300 K;10.1186/s11671-019-3113-9;;;
GeS;ZT value;0.73;dimensionless;700 K;10.1038/s41598-024-78250-4;;;
GeS;ZT value;1.85;dimensionless;700 K;10.1038/s41598-017-00598-7;;;
GeSe;ZT value;0.8;dimensionless;300 K;10.1038/s41598-024-78250-4;;;
GeSe;ZT value;0.75;dimensionless;298.15 K;10.1007/s00339-021-04454-4;;;
GeSe;ZT value;0.6;unitless;700 K;10.1016/j.jmat.2016.09.001;;;
GeSe;ZT value;0.2;dimensionless;700 K;10.1007/s12598-024-02768-9;;;
GeSe;ZT value;1.99;dimensionless;700 K;10.1038/s41598-017-00598-7;;;
GeSe;ZT value;2.5;dimensionless;800 K;10.1038/s41598-024-78250-4;;;
GeSe;ZT value;2.5;unitless;800 K;10.1016/j.jmat.2016.09.001;;;
GeSe;ZT value;1.73;dimensionless;700 K;10.1038/s41598-017-00598-7;;;
GeSe;ZT value;2.5;dimensionless;800 K;10.1007/s12598-024-02768-9;;;
GeSe;ZT value;0.2;unitless;700 K;10.1016/j.jmat.2016.09.001;;;
GeSe;ZT value;0.2;unitless;700 K;10.1016/j.jmat.2016.09.001;;;
(GeSe)0.03(AgBiSe2)0.97;ZT value;1.05;unitless;748 K;10.1016/j.actamat.2017.09.029;;;
(GeSe)0.03(AgBiSe2)0.97;ZT value;1.05;unitless;748 K;10.1016/j.actamat.2017.09.029;;;
Ge/Se double-doped Cu3SbS4;ZT value;0.51;dimensionless;623 K;10.1007/s40042-024-01044-4;;;
Ge;Se double-doped Cu3SbS4 (Cu3Sb0.96Ge0.04S3.50Se0.50);ZT value;0.51;dimensionless;623 K;10.1007/s40042-024-01044-4;;
Ge;Se double-doped Cu3SbS4 famatinite (Cu3Sb0.96Ge0.04S3.50Se0.50);ZT value;0.51;dimensionless;623 K;10.1007/s40042-024-01044-4;;
GeSe monolayer;ZT value;1.73;dimensionless;800 K;10.1038/s41598-024-78250-4;;;
GeS/GeSe XX heterostructure;ZT value;0.9;dimensionless;800 K;10.1038/s41598-024-78250-4;;;
GeS/GeSe XY van der Waals heterostructure;ZT value;0.83;dimensionless;800 K;10.1038/s41598-024-78250-4;;;
GeS monolayer;ZT value;0.64;dimensionless;300 K;10.1038/s41598-024-78250-4;;;
GeS monolayer;ZT value;1.83;dimensionless;800 K;10.1038/s41598-024-78250-4;;;
GeTe;ZT value;0.6;unitless;673 K;10.1016/j.jallcom.2013.09.104;;;
GeTe;ZT value;0.04;dimensionless;298.15 K;10.1007/s40843-022-2211-8;;;
GeTe;ZT value;0.8;unitless;720 K;10.1016/j.matchemphys.2017.01.038;;;
GeTe;ZT value;0.51;unitless;not specified;10.1016/j.intermet.2014.09.004;;;
GeTe;ZT value;0.07;dimensionless;300 K;10.1134/S2075113316020052;;;
GeTe;ZT value;0.513;unitless;673 K;10.1016/j.jallcom.2013.02.149;;;
GeTe;ZT value;0.03;unitless;300 K;10.1016/j.matchemphys.2017.01.038;;;
GeTe;ZT value;0.53;dimensionless;300 K;10.1007/s10904-025-03800-w;;;
GeTe0.5Se0.5;ZT value;0.64;unitless;673 K;10.1016/j.actamat.2014.04.036;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;1.6;dimensionless;673 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;1.6;dimensionless;723 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;1.6;dimensionless;673 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;0.41;dimensionless;298.15 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;1.6;dimensionless;723 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.80(AgSb0.5Bi0.5Te2)0.20;ZT value;1.6;dimensionless;723 K;10.1007/s40843-022-2211-8;;;
(GeTe)0.82(PbTe)0.18;ZT value;0.81;unitless;673 K;10.1016/j.solidstatesciences.2010.11.045;;;
(GeTe)0.82(PbTe)0.18;ZT value;0.81;unitless;673 K;10.1016/j.solidstatesciences.2010.11.045;;;
(GeTe)0.82(PbTe)0.18;ZT value;0.81;unitless;673 K;10.1016/j.solidstatesciences.2010.11.045;;;
(GeTe)0.85(AgSbTe2)0.15;ZT value;1.2;unitless;400 K;10.1016/j.nanoen.2012.10.005;;;
(GeTe)0.85(AgSbTe2)0.15;ZT value;0.8;unitless;350 °C;10.1016/j.materresbull.2015.12.018;;;
(GeTe)0.86(PbTe)0.14;ZT value;0.5;unitless;673 K;10.1016/j.intermet.2014.09.004;;;
(GeTe)0.89(Ag8GeTe6)0.11;ZT value;1.15;unitless;673 K;10.1016/j.jallcom.2013.02.149;;;
(GeTe)0.89(Ag8GeTe6)0.11;ZT value;1.15;unitless;673 K;10.1016/j.jallcom.2013.02.149;;;
(GeTe)0.8(PbTe)0.2;ZT value;0.89;unitless;723 K;10.1016/j.jallcom.2014.09.198;;;
(GeTe)0.95(CuBiTe2)0.05;ZT value;1.7;dimensionless;673 K;10.1007/s12598-023-02606-4;;;
(GeTe)1−x(PbTe)x;ZT value;0.81;unitless;673 K;10.1016/j.intermet.2014.09.004;;;
GeTe (60 min milled);ZT value;1.43;dimensionless;840 K;10.1134/S1063782624700064;;;
(GeTe)75(AgSbTe2)25 (TAG-75);ZT value;1.53;dimensionless;720 K;10.1007/s11664-010-1278-1;;;
(GeTe)80(AgSbTe2)20 (TAG-80);ZT value;1.5;dimensionless;720 K;10.1007/s11664-010-1278-1;;;
(GeTe)₀.₈₉(Ag₈GeTe₆)₀.₁₁ eutectic alloy;ZT value;1.15;dimensionless;673 K;10.1007/s41745-021-00273-x;;;
GeTe-alloyed Cu3SbSe4 (1%);ZT value;0.8;dimensionless;648 K;10.1007/s40843-023-2498-y;;;
GeTe-alloyed Cu3SbSe4 (1%);ZT value;0.8;dimensionless;648 K;10.1007/s40843-023-2498-y;;;
(GeTe)n(Sb2Te3);ZT value;1.3;unitless;450 °C;10.1016/j.jssc.2013.09.034;;;
Ge; Te; S-multidoped Co4Sb12 skutterudite (Co4Sb11.25Ge0.05Te0.63S0.07);ZT value;1.1;dimensionless;800 K;10.1007/s11664-012-2288-y;
Ge; Te; S multi-doped CoSb3 (Co4Sb11.25Ge0.05Te0.63S0.07);ZT value;1.1;dimensionless;800 K;10.1007/s11664-012-2288-y;
(GeTe)x(AgSbTe2)1−x;ZT value;1.53;unitless;720 K;10.1016/j.actamat.2012.11.027;;;
(GeTe)x(AgSbTe2)1−x;ZT value;1.2;unitless;700 K;10.1016/j.actamat.2012.11.027;;;
Gold chlorite;ZT value;2.35;dimensionless;900 K;10.1007/s11664-024-11343-y;;;
Graphene-doped Bi2Te2.4Se0.6;ZT value;0.83;dimensionless;298.15 K;10.1134/S2075113324700849;;;
Graphene superlattice;ZT value;0.33;dimensionless;500 K;10.1038/s41467-024-45503-9;;;
Half-Heusler CrMnS;ZT value;0.71;dimensionless;700 K;10.1007/s11082-021-03373-1;;;
Half-Heusler CrMnS;ZT value;0.49;dimensionless;300 K;10.1007/s11082-021-03373-1;;;
Half-Heusler TiNiSn / eutectic Ti70.5Fe29.5 composite;ZT value;0.41;dimensionless;773 K;10.1007/s41745-021-00273-x;;;
HD-Sb1.7;ZT value;1.3;dimensionless;380 K;10.1038/am.2013.86;;;
hexagonal WN6 (2D);ZT value;0.78;dimensionless;300 K;10.1007/s11664-024-11128-3;;;
Hf0.19Zr0.76Ti0.05CoSb0.8Sn0.2;ZT value;1;unitless;700 °C;10.1016/j.materresbull.2015.11.032;;;
Hf0.1Ti0.9NiSn0.97Sb0.03;ZT value;0.46;dimensionless;723 K;10.1007/s12598-019-01290-7;;;
Hf0.1Ti0.9NiSn0.97Sb0.03 (half-Heusler);ZT value;0.46;dimensionless;723 K;10.1007/s12598-019-01290-7;;;
Hf0.25Zr0.25Ti0.5NiSn0.98Sb0.02;ZT value;1.03;dimensionless;873 K;10.1007/s11664-021-08938-0;;;
Hf0.25Zr0.75CoBi;ZT value;2.59;dimensionless;1200 K;10.1007/s10948-023-06536-1;;;
Hf0.25Zr0.75NiSn;ZT value;0.74;dimensionless;1000 K;10.1038/s41598-017-15205-y;;;
Hf0.25Zr0.75NiSn0.985Sb0.015;ZT value;0.83;unitless;923 K;10.1016/j.intermet.2016.04.004;;;
Hf0.25Zr0.75NiSn0.985Sb0.015;ZT value;0.83;dimensionless;650 °C;10.1007/s11837-021-04976-5;;;
Hf0.3Zr0.7CoSn0.3Sb0.7;ZT value;0.8;unitless;970 K;10.1016/j.jallcom.2014.01.208;;;
Hf0.3Zr0.7CoSn0.3Sb0.7;ZT value;0.8;unitless;727 °C;10.1016/j.pmatsci.2016.07.002;;;
Hf0.3Zr0.7CoSn0.3Sb0.7;ZT value;0.8;unitless;970 K;10.1016/j.jallcom.2014.10.007;;;
Hf0.44Zr0.44Ti0.12CoSb0.8Sn0.2;ZT value;1;unitless;800 °C;10.1016/j.materresbull.2015.06.022;;;
Hf0.44Zr0.44Ti0.12CoSb0.8Sn0.2;ZT value;1.5;unitless;not specified;10.1016/j.materresbull.2015.11.032;;;
Hf0.44Zr0.44Ti0.12Sb0.8Sn0.2;ZT value;0.4;dimensionless;973 K;10.1007/s12034-024-03217-0;;;
Hf0.5Ti0.25Zr0.25NiSn0.99Sb0.01;ZT value;1;unitless;500 °C;10.1016/j.materresbull.2015.11.032;;;
Hf0.5Ti0.25Zr0.25NiSn0.99Sb0.01;ZT value;1;unitless;500 °C;10.1016/j.nanoen.2012.07.020;;;
Hf0.5Ti0.25Zr0.25NiSn0.99Sb0.01;ZT value;1;unitless;500 °C;10.1016/j.nanoen.2012.07.020;;;
Hf0.5Zr0.25NiSn0.975Sb0.025;ZT value;1;unitless;not specified;10.1016/j.rser.2016.06.035;;;
Hf0.5Zr0.25Ti0.25NiSn0.99Sb0.01;ZT value;1;unitless;500 °C;10.1016/j.materresbull.2015.06.022;;;
Hf0.5Zr0.25Ti0.25NiSn0.99Sb0.01;ZT value;1;unitless;500 °C;10.1016/j.nanoen.2012.07.020;;;
Hf0.5Zr0.5CoSb0.8Sn0.2;ZT value;0.5;unitless;1000 K;10.1016/j.nanoen.2011.10.001;;;
Hf0.5Zr0.5CoSb0.8Sn0.2;ZT value;0.8;unitless;not specified;10.1016/j.nanoen.2011.10.001;;;
Hf0.5Zr0.5CoSb0.8Sn0.2;ZT value;0.8;unitless;not specified;10.1016/j.rser.2016.06.035;;;
Hf0.5Zr0.5CoSb0.8Sn0.2 (p-type; after ball milling and DCHP; at 973 K);ZT value;0.8;dimensionless;973 K;10.1134/S1995078019040049;
Hf0.5Zr0.5CoSb0.8Sn0.2 (p-type; nanostructured; at 1000 K);ZT value;0.5;dimensionless;1000 K;10.1134/S1995078019040049;
Hf0.5Zr0.5CoSb1−xSnx;ZT value;0.8;unitless;not specified;10.1016/j.nanoen.2011.10.001;;;
Hf0.5Zr0.5Ni0.8Pd0.2Sn0.99Sb0.01;ZT value;0.7;dimensionless;800 K;10.1007/s00214-018-2337-6;;;
Hf0.5Zr0.5Ni0.8Pd0.2Sn0.99Sb0.01;ZT value;0.7;unitless;800 K;10.1016/j.nanoen.2012.10.005;;;
Hf0.5Zr0.5NiSn0.98Sb0.02;ZT value;1.37;dimensionless;1000 K;10.1038/s41598-017-15205-y;;;
Hf0.65Zr0.25Ti0.15NiSn0.995Sb0.005;ZT value;1.23;dimensionless;750 K;10.1007/s11664-016-4810-0;;;
(Hf0.6Zr0.4)Ni(Sn0.98Sb0.02);ZT value;1;unitless;1000 K;10.1016/j.actamat.2012.12.028;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;unitless;1073 K;10.1016/j.actamat.2009.02.026;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;unitless;1000 K;10.1016/j.actamat.2009.02.026;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;unitless;1000 K;10.1016/j.actamat.2009.02.026;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;0.57;unitless;790 K;10.1016/j.actamat.2009.02.026;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;unitless;727 °C;10.1016/j.pmatsci.2016.07.002;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;dimensionless;1000 K;10.1007/s11665-023-08853-x;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;dimensionless;1000 K;10.1007/s11664-022-10110-1;;;
Hf0.6Zr0.4NiSn0.98Sb0.02;ZT value;1;unitless;1000 K;10.1016/j.actamat.2009.02.026;;;
Hf0.6Zr0.4NiSn0.995Sb0.005;ZT value;1.05;unitless;627 °C;10.1016/j.pmatsci.2016.07.002;;;
Hf0.75Zr0.25CoBi;ZT value;2.74;dimensionless;1200 K;10.1007/s10948-023-06536-1;;;
Hf0.75Zr0.25Ni0.9Pd0.1Sn0.975Sb0.0025;ZT value;0.8;unitless;530 °C;10.1016/j.rser.2013.03.008;;;
(Hf0.75Zr0.25)Ni(Sn0.975Sb0.025);ZT value;0.81;unitless;1025 K;10.1016/j.actamat.2012.12.028;;;
Hf0.75Zr0.25NiSn0.975Sb0.025;ZT value;0.81;unitless;1025 K;10.1016/j.actamat.2009.02.026;;;
Hf0.75Zr0.25NiSn0.975Sb0.025;ZT value;0.78;dimensionless;1070 K;10.1007/s42341-018-0044-6;;;
Hf0.75Zr0.25NiSn0.975Sb0.025;ZT value;0.8;unitless;1025 K;10.1016/j.nanoen.2011.10.001;;;
Hf0.75Zr0.25NiSn0.98Sb0.02;ZT value;0.65;unitless;800 K;10.1016/j.actamat.2009.02.026;;;
Hf0.75Zr0.25NiSn0.99Sb0.01;ZT value;1;unitless;600…700 °C;10.1016/j.rser.2013.03.008;;;
Hf0.75Zr0.25NiSn0.99Sb0.01;ZT value;1;unitless;600…700 °C;10.1016/j.nanoen.2011.10.001;;;
Hf0.75Zr0.25NiSn1−xSbx;ZT value;1;unitless;not specified;10.1016/j.nanoen.2011.10.001;;;
Hf0.8Ti0.2CoSb0.8Sn0.2;ZT value;1;unitless;1100 K;10.1016/j.actamat.2017.06.011;;;
Hf0.8Ti0.2CoSb0.8Sn0.2;ZT value;1;unitless;800 °C;10.1016/j.materresbull.2015.11.032;;;
Hf0.8Ti0.2CoSb0.8Sn0.2;ZT value;1;unitless;800 °C;10.1016/j.materresbull.2015.11.032;;;
Hf0.8Ti0.2CoSb0.8Sn0.2;ZT value;0.9;dimensionless;1073 K;10.1007/s12034-024-03217-0;;;
Hf1.75Ti0.25FeNiSb1.9In0.1;ZT value;0.38;dimensionless;870 K;10.1007/s10854-024-12671-9;;;
Hf2COS (MXene);ZT value;0.23;dimensionless;700 K;10.1007/s11664-024-11560-5;;;
Hf2FeNiSb2;ZT value;0.92;dimensionless;50 K;10.1007/s12648-024-03091-w;;;
Hf2FeNiSb2;ZT value;0.92;dimensionless;50 K;10.1007/s12648-024-03091-w;;;
Hf2FeNiSb2;ZT value;0.74;dimensionless;300 K;10.1007/s12648-024-03091-w;;;
Hf2FeNiSb2;ZT value;0.76;dimensionless;800 K;10.1007/s12648-024-03091-w;;;
Hf2FeNiSb2;ZT value;0.92;dimensionless;50 K;10.1007/s12648-024-03091-w;;;
In2O3;ZT value;0.3;unitless;1000 K;10.1016/j.jeurceramsoc.2014.08.012;;;
Hf2FeNiSb2;ZT value;0.73;dimensionless;350 K;10.1007/s12648-024-03091-w;;;
Hf2FeNiSb2;ZT value;0.74;dimensionless;300 K;10.1007/s12648-024-03091-w;;;
Hf2Ni2InSb (n-type);ZT value;2;dimensionless;800 K;10.1007/s11664-023-10589-2;;;
Hf2Ni2InSb (p-type);ZT value;1.35;dimensionless;800 K;10.1007/s11664-023-10589-2;;;
Hf2VGa;ZT value;0.25;dimensionless;298.15 K;10.1038/s41598-024-72305-2;;;
Hf2VIn;ZT value;0.26;dimensionless;298.15 K;10.1038/s41598-024-72305-2;;;
Hf2VTl;ZT value;0.12;dimensionless;298.15 K;10.1038/s41598-024-72305-2;;;
HfIrBi compound;ZT value;0.58;dimensionless;1000 K;10.1007/s11664-023-10784-1;;;
HfIrBi compound;ZT value;1.43;dimensionless;1000 K;10.1007/s11664-023-10784-1;;;
HfIrBi compound (under 0 GPa);ZT value;0.58;dimensionless;1000 K;10.1007/s11664-023-10784-1;;;
HfIrBi compound (under 10 GPa);ZT value;0.61;dimensionless;1000 K;10.1007/s11664-023-10784-1;;;
HfIrBi compound (under 30 GPa);ZT value;1.28;dimensionless;1000 K;10.1007/s11664-023-10784-1;;;
HfO2;ZT value;0.74;dimensionless;298.15 K;10.1007/s40097-022-00485-2;;;
HfRuTe;ZT value;3.65;dimensionless;1100 K;10.1140/epjb/s10051-023-00593-0;;;
HfRuTe;ZT value;4.14;dimensionless;1100 K;10.1140/epjb/s10051-023-00593-0;;;
HfRuTe;ZT value;4.14;dimensionless;1100 K;10.1140/epjb/s10051-023-00593-0;;;
HfSe2 monolayer;ZT value;0.95;dimensionless;300 K;10.1007/s10853-022-08028-4;;;
HfSe2 (monolayer);ZT value;0.95;dimensionless;300 K;10.1038/s41598-018-20918-9;;;
HgB2Te4;ZT value;1.19;dimensionless;700 K;10.1038/s41524-020-00439-8;;;
high-entropy Pb0.935Na0.025Cd0.04Se0.5S0.25Te0.25;ZT value;2;dimensionless;900 K;10.1038/s41467-021-23569-z;;;
high-entropy Pb0.975Na0.025Se0.5S0.25Te0.25;ZT value;2;dimensionless;900 K;10.1038/s41467-021-23569-z;;;
Higher manganese silicide (HMS);ZT value;0.4;dimensionless;450 °C;10.1007/s11664-013-2476-4;;;
Higher manganese silicide (HMS);ZT value;0.1;dimensionless;450 °C;10.1007/s11664-013-2476-4;;;
Higher manganese silicide (HMS);ZT value;0.2;dimensionless;900 K;10.1007/s11664-021-09146-6;;;
Higher manganese silicide (HMS);ZT value;0.1;dimensionless;900 K;10.1007/s11664-021-09146-6;;;
Higher manganese silicide (HMS);ZT value;0.63;dimensionless;450 °C;10.1007/s11664-013-2476-4;;;
Higher Manganese Silicide (HMS);ZT value;0.37;dimensionless;700 K;10.1007/s11664-013-2623-y;;;
Higher Manganese Silicide (HMS);ZT value;0.83;dimensionless;818 K;10.1007/s11664-020-07983-5;;;
Higher Manganese Silicide (HMS);ZT value;0.4;dimensionless;450 °C;10.1007/s11664-013-2476-4;;;
Higher Manganese Silicide (HMS);ZT value;0.83;dimensionless;818 K;10.1007/s11664-020-07983-5;;;
Higher Manganese Silicide (HMS) alloy;ZT value;0.61;dimensionless;500 °C;10.1007/s10853-017-1397-7;;;
Higher Manganese Silicide (HMS) alloy;ZT value;0.27;dimensionless;500 °C;10.1007/s10853-017-1397-7;;;
Higher manganese silicide (Mn11Si19);ZT value;0.3;dimensionless;800 K;10.1557/jmr.2015.137;;;
High-symmetry Cu2S;ZT value;0.4;dimensionless;560 K;10.1007/s10854-019-00816-0;;;
Hole-doped BiCuSeO crystals;ZT value;1;dimensionless;923 K;10.1007/s12274-022-4810-8;;;
hole-doped tin selenide (SnSe) crystals;ZT value;0.7;dimensionless;300 K;10.1007/s10854-019-00943-8;;;
hot-deformed Bi0.3Sb1.7Te3;ZT value;1.3;dimensionless;380 K;10.1007/s12598-021-01901-2;;;
hot-deformed Bi0.3Sb1.7Te3 alloy;ZT value;1.3;dimensionless;380 K;10.1038/am.2013.86;;;
hot-deformed Bi2Te1.9Se1.1;ZT value;1.1;dimensionless;600 K;10.1007/s12598-021-01901-2;;;
hot-deformed (Bi;Sb)2Te3 (In-alloyed);ZT value;1.4;dimensionless;500 K;10.1007/s12598-021-01901-2;;
hot-extruded polycrystalline PbTe (lead telluride);ZT value;0.99;dimensionless;380 °C;10.1007/s11664-012-1926-8;;;
HPT + annealed Fe2V0.98Ta0.10Al0.92 (973 K annealed sample);ZT value;0.37;dimensionless;400 K;10.1007/s00339-022-05329-y;;;
Hydrogenated Silicene (SiH);ZT value;2.83;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
I-doped Bi2Te2.7Se0.3 (0.0075 formula units);ZT value;0.96;dimensionless;523 K;10.3938/jkps.65.696;;;
I-doped Bi2Te2.7Se0.3 (0.0075 formula units);ZT value;1.13;dimensionless;423 K;10.3938/jkps.65.696;;;
I-doped Cu2Se;ZT value;1.13;dimensionless;773 K;10.1007/s11664-023-10808-w;;;
I-doped PbSe;ZT value;0.5;dimensionless;298.15 K;10.1007/s40843-024-3110-7;;;
I-doped PbTe crystal;ZT value;0.6;dimensionless;298.15 K;10.1007/s40843-024-3110-7;;;
In0.015Sn0.985Te0.85Se0.15;ZT value;0.8;unitless;860 K;10.1016/j.jallcom.2016.01.190;;;
In0.09Nd0.03Co4Sb12.16;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.09Nd0.03Co4Sb12.16;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.09Nd0.03Co4Sb12.16;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.13Lu0.05Co4.02Sb12;ZT value;0.27;dimensionless;365 K;10.1007/s11664-010-1477-9;;;
In0.16Co4Sb11.95Ge0.05;ZT value;0.58;dimensionless;673 K;10.1007/s10854-014-2109-6;;;
In0.16Nd0.06Co4Sb11.93;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.16Nd0.06Co4Sb11.93;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.16Nd0.06Co4Sb11.93;ZT value;0.11;unitless;360 K;10.1016/j.ssc.2012.10.003;;;
In0.1Co4Sb11Te0.8Ge0.2;ZT value;1.12;unitless;773 K;10.1016/j.scriptamat.2015.04.023;;;
In0.1Co4Sb11Te0.8Ge0.2;ZT value;1.12;unitless;773 K;10.1016/j.scriptamat.2015.04.023;;;
In0.1Ga0.9N;ZT value;0.85;dimensionless;1200 K;10.1007/s11708-018-0519-5;;;
In0.1Yb0.2Co4Sb12;ZT value;0.9;dimensionless;782 K;10.1007/s11664-022-10083-1;;;
In0.1Yb0.2Co4Sb12;ZT value;0.9;dimensionless;782 K;10.1007/s11664-022-10083-1;;;
In0.1Yb0.2Co4Sb12;ZT value;0.9;unitless;782 K;10.1016/j.renene.2011.09.028;;;
In0.1Yb0.2Co4Sb12;ZT value;0.9;unitless;782 K;10.1016/j.renene.2011.09.028;;;
In0.22Co4Sb12;ZT value;0.95;dimensionless;750 K;10.1007/s11664-023-10296-y;;;
In0.25Co3.9Ni0.1Sb12;ZT value;0.9;unitless;700 K;10.1016/j.nanoen.2012.10.005;;;
In0.25Co4Sb12;ZT value;1.12;dimensionless;650 K;10.1007/s11664-018-6074-3;;;
In0.2Ce0.05Yb0.1Co4Sb12;ZT value;1;dimensionless;625 K;10.1557/jmr.2011.163;;;
In0.2Ce0.05Yb0.1-doped Co4Sb12;ZT value;1.2;dimensionless;620 K;10.1557/jmr.2011.163;;;
In0.2Ce0.15Co4Sb12;ZT value;1.43;dimensionless;800 K;10.1007/s11664-012-1975-z;;;
In0.2Ce0.15Co4Sb12;ZT value;1.43;dimensionless;800 K;10.1557/jmr.2011.163;;;
In0.2Ce0.1Co4Sb12;ZT value;1.45;dimensionless;675 K;10.1557/jmr.2011.163;;;
In0.2Ce0.1Yb0.05Co4Sb12;ZT value;0.86;dimensionless;623 K;10.1557/jmr.2011.163;;;
In0.2Co4Sb12;ZT value;1.05;unitless;700 K;10.1016/j.jallcom.2013.11.204;;;
In0.2Co4Sb12;ZT value;0.8;dimensionless;630 K;10.1007/s00339-024-07812-0;;;
In0.2Co4Sb12;ZT value;1;dimensionless;673 K;10.1007/s10853-020-04952-5;;;
In0.2Co4Sb12;ZT value;1.05;unitless;700 K;10.1016/j.jallcom.2013.11.204;;;
In0.2Co4Sb12;ZT value;1.3;unitless;823 K;10.1016/j.jallcom.2007.11.144;;;
In0.35Co4Sb12;ZT value;0.67;dimensionless;600 K;10.1007/s11664-018-6074-3;;;
In0.36Ga0.64N;ZT value;0.08;dimensionless;300 K;10.1007/s11708-018-0519-5;;;
In0.3La0.5Co4Sb12;ZT value;1.15;dimensionless;692 K;10.1007/s11664-018-6074-3;;;
In0.3La0.5Co4Sb12;ZT value;1.15;dimensionless;692 K;10.1007/s11664-018-6074-3;;;
